レコード番号,手配,納品先名,受注番号_行,商品コ－ド,才数,才数2,数量,才数計,計算,出荷日,納品日,出荷数計,運送便コード
78138,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256302_5,XY-BWSCT03MN1,2.1,0,1,2.1,2026/2/2,2026/2/2,2026/2/3,,1S
78139,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255661_8,NANS-L1C-G2M11,7.4,0,1,7.4,2026/2/2,2026/2/2,2026/2/3,,1S
78140,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252621_7,XY-BWSCOXXV312,7,0,1,7,2026/2/2,2026/2/2,2026/2/3,,1S
78141,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252021_9,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78142,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251202_6,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78143,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251181_5,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/2/2,2026/2/2,2026/2/3,,1S
78144,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251181_4,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/2/2,2026/2/2,2026/2/3,,1S
78145,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250861_7,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
78146,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250261_2,XYA-BWSSEC,1.6,0,10,1.6,2026/2/2,2026/2/2,2026/2/3,,1S
78147,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247551_5,CNS-120WW21V0MM,7.9,0,1,7.9,2026/2/2,2026/2/2,2026/2/3,,1S
78148,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230291_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
78149,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247541_3,CNS-120WW21V0MM,7.9,0,1,7.9,2026/2/2,2026/2/2,2026/2/3,,1S
78150,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247521_6,CNF-120WW21NN,0.6,0,1,0.6,2026/2/2,2026/2/2,2026/2/3,,1S
78151,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247521_2,CNF-120WW21NN,0.6,0,1,0.6,2026/2/2,2026/2/2,2026/2/3,,1S
78152,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247502_1,XY-BWSCIXXN1EE,42.1,0,1,42.1,2026/2/2,2026/2/2,2026/2/3,,1S
78153,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246681_3,XYR-BWSS18VYOUF,7.8,0,1,7.8,2026/2/2,2026/2/2,2026/2/3,,1S
78154,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243891_5,NTKGH-R1212-MT12,18.6,0,1,18.6,2026/2/2,2026/2/2,2026/2/3,,1S
78155,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230341_2,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
78156,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230331_8,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
78157,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230331_7,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
78158,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250932_5,MGE-7DDCW03N3,18.6,18.6,1,18.6,2026/1/21,2026/1/21,2026/1/22,,1S
78159,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250932_4,MGE-7DDCW03N3,18.6,18.6,1,18.6,2026/1/21,2026/1/21,2026/1/22,,1S
78160,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251161_2,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/14,2026/1/14,2026/1/15,,1S
78161,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250211_1,MG-55LW39N5,14.4,0,1,14.4,2026/1/21,2026/1/21,2026/1/22,,1S
78162,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249601_2,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/21,2026/1/21,2026/1/22,,1S
78163,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249581_3,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/21,2026/1/21,2026/1/22,,1S
78164,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239432_5,MFR-5L-W31LP111,22.2,0,1,22.2,2026/1/21,2026/1/21,2026/1/22,,1S
78165,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V238281_4,XYR-BWSS12F*,5.2,0,2,10.4,2026/1/21,2026/1/21,2026/1/22,,1S
78166,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230211_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
78167,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230201_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
78168,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228731_5,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
78169,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228731_4,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
78170,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248781_4,CE-K15W29CLJ06N,13.2,0,1,13.2,2026/1/14,2026/1/14,2026/1/15,,1S
78171,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247141_4,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/14,2026/1/14,2026/1/15,,1S
78172,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247091_3,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/14,2026/1/14,2026/1/15,,1S
78173,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246951_7,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/14,2026/1/14,2026/1/15,,1S
78174,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246661_7,NTKGH-SD0907-MT12,6,0,1,6,2026/1/14,2026/1/14,2026/1/15,,1S
78175,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246251_6,XY-BWSCOXXN1C2,7,0,1,7,2026/1/14,2026/1/14,2026/1/15,,1S
78176,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246251_4,XY-BWSCOXXN1C2,7,0,1,7,2026/1/14,2026/1/14,2026/1/15,,1S
78177,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243561_1,NT-16W05N,1.6,0,1,1.6,2026/1/14,2026/1/14,2026/1/15,,1S
78178,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243551_5,MGE-55E23W39N3,17.5,0,1,17.5,2026/1/14,2026/1/14,2026/1/15,,1S
78179,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240861_5,CE-175W23GWE5,15.7,0,1,15.7,2026/1/14,2026/1/14,2026/1/15,,1S
78180,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240861_1,CE-175W23GWE5,15.7,0,1,15.7,2026/1/14,2026/1/14,2026/1/15,,1S
78181,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240571_1,CE-55W05H1NB6,14.1,0,1,14.1,2026/1/14,2026/1/14,2026/1/15,,1S
78182,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237851_5,MG-N65SGW09NN,28.9,0,1,28.9,2026/1/14,2026/1/14,2026/1/15,,1S
78183,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247081_4,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78184,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246402_4,XYR-BWSS18F*,7.8,0,2,15.6,2026/1/13,2026/1/13,2026/1/14,,1S
78185,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246232_4,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/13,2026/1/13,2026/1/14,,1S
78186,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246151_6,MGT-7DSRW05NN,4,4,1,4,2026/1/13,2026/1/13,2026/1/14,,1S
78187,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244731_4,NTKGH-R1812-MT12,27.7,0,1,27.7,2026/1/13,2026/1/13,2026/1/14,,1S
78188,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244671_5,XYW-BWSS18K912F,4,0,1,4,2026/1/13,2026/1/13,2026/1/14,,1S
78189,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244671_3,XYW-BWSS18K912F,4,0,1,4,2026/1/13,2026/1/13,2026/1/14,,1S
78190,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244671_2,XYW-BWSS18K912F,4,0,1,4,2026/1/13,2026/1/13,2026/1/14,,1S
78191,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244622_5,NTKGH-R1807-MT12,17.5,0,1,17.5,2026/1/13,2026/1/13,2026/1/14,,1S
78192,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244622_4,NTKGH-R1807-MT12,17.5,0,1,17.5,2026/1/13,2026/1/13,2026/1/14,,1S
78193,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251961_3,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
78194,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249251_2,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/16,2026/1/16,2026/1/19,,1S
78195,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247461_2,K07-DZ72-WH11,2.1,0,1,2.1,2026/1/16,2026/1/16,2026/1/19,,1S
78196,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244711_5,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/16,2026/1/16,2026/1/19,,1S
78197,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244681_6,XYS-BWSCS15K9L6F,6.2,0,1,6.2,2026/1/16,2026/1/16,2026/1/19,,1S
78198,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244631_2,XY-BWSCIXXN1L6,42.1,0,1,42.1,2026/1/16,2026/1/16,2026/1/19,,1S
78199,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244601_2,NTKGH-R1407-MT12,13.7,0,1,13.7,2026/1/13,2026/1/13,2026/1/14,,1S
78200,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244063_2,XYB-BWSSS15MV3F,9.2,0,1,9.2,2026/1/13,2026/1/13,2026/1/14,,1S
78201,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243891_8,NTKGH-R1812-MT12,27.7,0,1,27.7,2026/1/13,2026/1/13,2026/1/14,,1S
78202,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241412_2,XYB-BWSSS18MN1F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
78203,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240511_7,XYB-BWSSS18MV3F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
78204,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V234211_2,XYS-BBSM126*,8.3,0,1,8.3,2026/1/13,2026/1/13,2026/1/14,,1S
78205,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209441_9,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/13,2026/1/13,2026/1/14,,1S
78206,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241502_3,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/16,2026/1/16,2026/1/19,,1S
78207,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241502_2,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/16,2026/1/16,2026/1/19,,1S
78208,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241391_6,NAN-S1C-G2Q61,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
78209,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230141_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
78210,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209102_8,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/16,2026/1/16,2026/1/19,,1S
78211,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209041_3,NANS-L1C-G2391,7.4,0,1,7.4,2026/1/16,2026/1/16,2026/1/19,,1S
78212,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206311_4,CE-55W05H1NB6,14.1,0,1,14.1,2026/1/16,2026/1/16,2026/1/19,,1S
78213,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206292_4,CE-53W05H1NB6,33.5,0,1,33.5,2026/1/16,2026/1/16,2026/1/19,,1S
78214,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206241_8,CE-13W25D,33.5,0,1,33.5,2026/1/16,2026/1/16,2026/1/19,,1S
78215,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209411_9,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
78216,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209411_2,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
78217,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209401_2,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
78218,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209381_2,XYS-BWSSS12K9C2F,5.6,0,1,5.6,2026/1/13,2026/1/13,2026/1/14,,1S
78219,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209371_8,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/13,2026/1/13,2026/1/14,,1S
78220,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209371_3,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/13,2026/1/13,2026/1/14,,1S
78221,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209362_5,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/13,2026/1/13,2026/1/14,,1S
78222,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209362_4,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/13,2026/1/13,2026/1/14,,1S
78223,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209342_9,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78224,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209342_7,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78225,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209342_5,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78226,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209332_9,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78227,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209322_6,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78228,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209322_5,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78229,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209322_4,XYR-BWSS18K9C2F,7.8,0,1,7.8,2026/1/13,2026/1/13,2026/1/14,,1S
78230,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209322_3,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78231,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209322_2,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78232,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209312_8,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78233,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209292_7,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78234,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209282_6,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78235,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209282_2,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/13,2026/1/13,2026/1/14,,1S
78236,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254391_1,Z2000PS,0,0,1,0,2026/1/23,2026/1/23,2026/1/26,,1S
78237,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252061_8,NTKPP-14120-MV52,3.5,0,1,3.5,2026/1/23,2026/1/23,2026/1/26,,1S
78238,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252061_4,NTKGH-R1812-MV52,27.7,0,1,27.7,2026/1/23,2026/1/23,2026/1/26,,1S
78239,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252061_2,NTKGH-R1812-MV52,27.7,0,1,27.7,2026/1/23,2026/1/23,2026/1/26,,1S
78240,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250871_7,GT-W200T37N*,3.7,0,1,3.7,2026/1/23,2026/1/23,2026/1/26,,1S
78241,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250871_1,GT-W202T37N,22.3,0,2,44.6,2026/1/23,2026/1/23,2026/1/26,,1S
78242,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249611_1,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/23,2026/1/23,2026/1/26,,1S
78243,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249601_4,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/23,2026/1/23,2026/1/26,,1S
78244,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209252_1,XYR-BWSS12K9C2F,5.2,0,1,5.2,2026/1/13,2026/1/13,2026/1/14,,1S
78245,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206341_8,CE-K15W25CLJB6N,13.2,0,1,13.2,2026/1/13,2026/1/13,2026/1/14,,1S
78246,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251951_2,XYB-BWSSS12MN1F,7.4,0,1,7.4,2026/1/9,2026/1/9,2026/1/13,,1S
78247,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246671_2,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/9,2026/1/9,2026/1/13,,1S
78248,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251111_2,NANS-B1C-G29G1,5.6,0,1,5.6,2026/1/22,2026/1/22,2026/1/23,,1S
78249,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250202_4,CE-K15W25GWM3,13.2,0,1,13.2,2026/1/22,2026/1/22,2026/1/23,,1S
78250,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246951_5,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/22,2026/1/22,2026/1/23,,1S
78251,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246371_4,NT-S12W05N,4.7,0,1,4.7,2026/1/22,2026/1/22,2026/1/23,,1S
78252,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246361_2,NT-16W05N,1.6,0,1,1.6,2026/1/22,2026/1/22,2026/1/23,,1S
78253,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250171_1,W40T-BW3612G-W091,8.2,0,1,8.2,2026/1/20,2026/1/20,2026/1/21,,1S
78254,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249111_1,MG-N65CDF1885W05NN,12,0,1,12,2026/1/20,2026/1/20,2026/1/21,,1S
78255,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247101_7,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/20,2026/1/20,2026/1/21,,1S
78256,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247101_4,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/20,2026/1/20,2026/1/21,,1S
